Protein A;Gene A;Protein B;Gene B;Score;PMID
Q60855;RIPK1;Q3UKC1;TAX1BP1;0.376;18239685 
Q00623;APOA1;P62259;YWHAE;0.081;16615898 
Q9CYH6;RRS1;P62259;YWHAE;0.081;16615898 
Q9CYA6;ZCCHC8;P62259;YWHAE;0.081;16615898 
Q8VCT3;RNPEP;P62259;YWHAE;0.081;16615898 
Q9CYI4;LUC7L;P62259;YWHAE;0.081;16615898 
Q00612;G6PDX;P62259;YWHAE;0.081;16615898 
Q00422;GABPA;P62259;YWHAE;0.081;16615898 
Q60769;TNFAIP3;Q3UKC1;TAX1BP1;0.507;20185725 21765415 
Q00420;GABPB1;P62259;YWHAE;0.081;16615898 
Q3UKC1;TAX1BP1;P61079;UBE2D3;0.21;20185725 
Q00560;IL6ST;P62259;YWHAE;0.081;16615898 
Q08775;RUNX2;O35182;SMAD6;0.21;16299379 
Q00493;CPE;P62259;YWHAE;0.081;16615898 
Q00519;XDH;P62259;YWHAE;0.081;16615898 
Q3UKC1;TAX1BP1;P98083;SHC1;0.183;15102471 
Q3UKC1;TAX1BP1;P61089;UBE2N;0.21;20185725 
Q08775;RUNX2;P0CG50;UBC;0.21;16299379 
Q8VCU1;CES3B;P62259;YWHAE;0.081;16615898 
Q8VCT4;CES1D;P62259;YWHAE;0.081;16615898 
Q01065;PDE1B;P62259;YWHAE;0.081;16615898 
Q3UKC1;TAX1BP1;P70196;TRAF6;0.61;18239685 20185725 21765415 
Q08775;RUNX2;Q08024;CBFB;0.183;20211142 
Q00897;SERPINA1D;P62259;YWHAE;0.081;16615898 
Q00896;SERPINA1C;P62259;YWHAE;0.081;16615898 
Q02053;UBA1;P62259;YWHAE;0.081;16615898 
Q3ULA2;BTRC;P42859;HTT;0.21;20531388 
Q00899;YY1;P62259;YWHAE;0.081;16615898 
Q08775;RUNX2;P13405;RB1;0.183;20211142 
Q00915;RBP1;P62259;YWHAE;0.081;16615898 
Q02013;AQP1;P62259;YWHAE;0.081;16615898 
Q9QYK7;RNF11;Q3UKC1;TAX1BP1;0.507;19131965 21765415 
Q01320;TOP2A;P62259;YWHAE;0.081;16615898 
Q01149;COL1A2;P62259;YWHAE;0.081;16615898 
Q01279;EGFR;P62259;YWHAE;0.081;16615898 
Q3ULA2;BTRC;O54918;BCL2L11;0.21;21151042 
Q01853;VCP;P62259;YWHAE;0.081;16615898 
Q3ULA2;BTRC;P30306;CDC25B;0.309;21807946 
Q62440;TLE1;Q08775;RUNX2;0.309;15060165 
Q01405;SEC23A;P62259;YWHAE;0.081;16615898 
Q64700;RBL2;Q08775;RUNX2;0.183;20211142 
Q01768;NME2;P62259;YWHAE;0.081;16615898 
Q9QZS5;SGK2;P62259;YWHAE;0.081;16615898 
Q3ULA2;BTRC;Q02248;CTNNB1;0.21;25873176 
Q9DBY8;NVL;P62259;YWHAE;0.081;16615898 
Q9DBX6;CYP2S1;P62259;YWHAE;0.081;16615898 
Q8VDD5;MYH9;P62259;YWHAE;0.081;16615898 
Q03157;APLP1;P62259;YWHAE;0.081;16615898 
Q02780;NFIA;P62259;YWHAE;0.081;16615898 
Q02357;ANK1;P62259;YWHAE;0.081;16615898 
Q04750;TOP1;P62259;YWHAE;0.081;16615898 
Q02566;MYH6;P62259;YWHAE;0.081;16615898 
Q3ULA2;BTRC;P48316;GADD45A;0.454;26022109 
Q00612;G6PDX;P05125;NPPA;0.183;15102471 
Q3ULA2;BTRC;P97471;SMAD4;0.21;26022109 
Q02614;SAP30BP;P62259;YWHAE;0.081;16615898 
Q9CYN9;ATP6AP2;P62259;YWHAE;0.081;16615898 
Q03147;CDK7;P62259;YWHAE;0.081;16615898 
Q02819;NUCB1;P62259;YWHAE;0.081;16615898 
Q02788;COL6A2;P62259;YWHAE;0.081;16615898 
Q03141;MARK3;P62259;YWHAE;0.126;16944949 
Q9CUN6;SMURF1;Q08775;RUNX2;0.21;16299379 
Q02858;TEK;P62259;YWHAE;0.081;16615898 
Q02956;PRKCZ;P62259;YWHAE;0.081;16615898 
Q9DBX3;SUSD2;P62259;YWHAE;0.081;16615898 
Q8VDC3;ACO1;P62259;YWHAE;0.081;16615898 
Q9Z0Z3;SKP2;Q08775;RUNX2;0.21;26778333 
Q8VD37;SGIP1;P62259;YWHAE;0.081;16615898 
Q03173;ENAH;P62259;YWHAE;0.081;16615898 
Q04447;CKB;P62259;YWHAE;0.081;16615898 
Q8VD12;ZNF385A;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;A2ABV5;MED14;0.126;20362541 
Q3UNW5;TFCP2L1;A2A654;BPTF;0.126;20362541 
Q08274;DMWD;P62259;YWHAE;0.126;16944949 
Q8VCZ9;PRODH2;P62259;YWHAE;0.081;16615898 
Q9QWH1;PHC2;Q3UMW7;MAPKAPK3;0.21;19369945 
Q8VDC0;LARS2;P62259;YWHAE;0.081;16615898 
Q03391;GRIN2D;P62259;YWHAE;0.081;16615898 
Q03267;IKZF1;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;A1L3S7;GATAD2B;0.126;20362541 
Q8VHQ4;RAB40C;Q3UMR0;ANKRD27;0.21;25661869 
Q3UMW7;MAPKAPK3;P14602;HSPB1;0.309;14578350 
Q03350;THBS2;P62259;YWHAE;0.081;16615898 
Q04207;RELA;P62259;YWHAE;0.081;16615898 
Q03958;PFDN6;P62259;YWHAE;0.081;16615898 
Q03517;SCG2;P62259;YWHAE;0.081;16615898 
Q99JX7;NXF1;Q3UNA4;NXT2;0.21;15820316 
Q9QZQ8;H2AFY;P62259;YWHAE;0.081;16615898 
Q9JKX3;TFR2;P62259;YWHAE;0.081;16615898 
Q9DBY1;SYVN1;P62259;YWHAE;0.081;16615898 
Q9JL25;RGS1;Q3UND0;SKAP2;0.183;15102471 
Q3UND0;SKAP2;P25911;LYN;0.21;12681493 
Q05421;CYP2E1;P62259;YWHAE;0.081;16615898 
Q3UND0;SKAP2;P39688;FYN;0.21;12681493 
Q05117;ACP5;P62259;YWHAE;0.081;16615898 
Q04857;COL6A1;P62259;YWHAE;0.081;16615898 
Q9CYN7;MPHOSPH10;P62259;YWHAE;0.081;16615898 
Q05186;RCN1;P62259;YWHAE;0.081;16615898 
Q05144;RAC2;P62259;YWHAE;0.081;16615898 
Q8VDG3;PARN;P62259;YWHAE;0.081;16615898 
Q08093;CNN2;P62259;YWHAE;0.081;16615898 
Q05909;PTPRG;P62259;YWHAE;0.081;16615898 
Q8R104;SIRT3;Q3UV70;PDP1;0.21;24486017 
Q05920;PC;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;Q05BA5;NCOA3;0.126;20362541 
Q00623;APOA1;E9Q414;APOB;0.21;15654758 
Q00623;APOA1;Q00623;APOA1;0.332;11744719 
Q3UNW5;TFCP2L1;O08580;ESRRA;0.126;20362541 
Q05816;FABP5;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;E9QLK7;TRRAP;0.126;20362541 
Q3UNW5;TFCP2L1;B1AWL2;ZFP462;0.126;20362541 
Q3UNW5;TFCP2L1;G3X8Q1;CABIN1;0.126;20362541 
Q3UNW5;TFCP2L1;E9QMN5;GATAD2A;0.126;20362541 
Q3UNW5;TFCP2L1;G3UW74;MED16;0.126;20362541 
Q3UNW5;TFCP2L1;P97760;POLR2C;0.126;20362541 
Q05512;MARK2;P62259;YWHAE;0.126;16944949 
Q3UNW5;TFCP2L1;P33175;KIF5A;0.126;20362541 
Q05793;HSPG2;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;O08847;POLR2A;0.126;20362541 
Q9QZN4;FBXO6;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;P29037;TBP;0.126;20362541 
Q64337;SQSTM1;P28700;RXRA;0.507;27728806 
Q9JKX4;AATF;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;P97386;LIG3;0.126;20362541 
Q8VDD9;PHIP;P62259;YWHAE;0.081;16615898 
Q06318;SCGB1A1;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;P43247;MSH2;0.126;20362541 
Q9CZB6;MED7;Q3UNW5;TFCP2L1;0.126;20362541 
Q05CL8;LARP7;P62259;YWHAE;0.081;16615898 
Q7TN02;MED26;Q3UNW5;TFCP2L1;0.126;20362541 
Q9CYL5;GLIPR2;P62259;YWHAE;0.081;16615898 
Q06185;ATP5I;P62259;YWHAE;0.081;16615898 
Q5RKY4;ADNP;Q3UNW5;TFCP2L1;0.126;20362541 
Q60641;NR1H4;P28700;RXRA;0.21;19883617 
Q06138;CAB39;P62259;YWHAE;0.081;16615898 
Q3UNW5;TFCP2L1;Q0VGT3;POGZ;0.126;20362541 
Q9JKX6;NUDT5;P62259;YWHAE;0.081;16615898 
Q587J6;L1TD1;Q3UNW5;TFCP2L1;0.126;20362541 
Q61066;NR0B1;Q3UNW5;TFCP2L1;0.126;20362541 
Q5SWW4;MED13;Q3UNW5;TFCP2L1;0.126;20362541 
Q07797;LGALS3BP;P62259;YWHAE;0.081;16615898 
Q06890;CLU;P62259;YWHAE;0.081;16615898 
Q06335;APLP2;P62259;YWHAE;0.081;16615898 
Q8VDG5;PPCS;P62259;YWHAE;0.081;16615898 
Q07113;IGF2R;P62259;YWHAE;0.081;16615898 
P48281;VDR;P28700;RXRA;0.376;27728806 
Q07417;ACADS;P62259;YWHAE;0.081;16615898 
Q60972;RBBP4;Q3UNW5;TFCP2L1;0.126;20362541 
Q7TQE1;MED15;Q3UNW5;TFCP2L1;0.126;20362541 
Q9Z0Y9;NR1H3;P28700;RXRA;0.183;20211142 
Q6PDK2;KMT2D;Q3UNW5;TFCP2L1;0.126;20362541 
Q69ZK6;JMJD1C;Q3UNW5;TFCP2L1;0.126;20362541 
Q62311;TAF6;Q3UNW5;TFCP2L1;0.126;20362541 
Q6P9Q6;FKBP15;Q3UNW5;TFCP2L1;0.126;20362541 
Q6GQS5;MED13L;Q3UNW5;TFCP2L1;0.126;20362541 
Q6P6A2;CCNC;Q3UNW5;TFCP2L1;0.126;20362541 
Q8CHY6;GATAD2A;Q3UNW5;TFCP2L1;0.126;20362541 
Q8BX09;RBBP5;Q3UNW5;TFCP2L1;0.126;20362541 
Q80VS1;ESRRB;Q3UNW5;TFCP2L1;0.126;20362541 
Q80V79;MSH2;Q3UNW5;TFCP2L1;0.126;20362541 
Q8BSQ9;PBRM1;Q3UNW5;TFCP2L1;0.126;20362541 
Q80YQ2;MED23;Q3UNW5;TFCP2L1;0.126;20362541 
Q8BRH4;KMT2C;Q3UNW5;TFCP2L1;0.126;20362541 
Q8CFI7;POLR2B;Q3UNW5;TFCP2L1;0.126;20362541 
Q8C1S0;MED19;Q3UNW5;TFCP2L1;0.126;20362541 
Q8BZH4;POGZ;Q3UNW5;TFCP2L1;0.126;20362541 
Q9CZ82;MED18;Q3UNW5;TFCP2L1;0.126;20362541 
Q8CDC7;ZBTB9;Q3UNW5;TFCP2L1;0.126;20362541 
Q8CBD1;NRIP1;Q3UNW5;TFCP2L1;0.126;20362541 
Q9CQI9;MED30;Q3UNW5;TFCP2L1;0.126;20362541 
Q8VCB2;MED25;Q3UNW5;TFCP2L1;0.126;20362541 
Q8K0H5;TAF10;Q3UNW5;TFCP2L1;0.126;20362541 
Q8R3L8;CDK8;Q3UNW5;TFCP2L1;0.126;20362541 
Q8VI33;TAF9;Q3UNW5;TFCP2L1;0.126;20362541 
Q8VCD5;MED17;Q3UNW5;TFCP2L1;0.126;20362541 
Q8VHR5;GATAD2B;Q3UNW5;TFCP2L1;0.126;20362541 
Q9CQA5;MED4;Q3UNW5;TFCP2L1;0.126;20362541 
Q921D4;MED6;Q3UNW5;TFCP2L1;0.126;20362541 
Q91X20;ASH2L;Q3UNW5;TFCP2L1;0.126;20362541 
Q99K74;MED24;Q3UNW5;TFCP2L1;0.126;20362541 
Q925J9;MED1;Q3UNW5;TFCP2L1;0.126;20362541 
Q99JW7;CDK1;Q3UNW5;TFCP2L1;0.126;20362541 
Q9DAY7;MED8;Q3UNW5;TFCP2L1;0.126;20362541 
Q62108;DLG4;Q3UP61;DLG1;0.236;19455133 
Q9D1P2;KAT8;Q3UNW5;TFCP2L1;0.126;20362541 
Q8QZT1;ACAT1;Q3UV70;PDP1;0.21;24486017 
Q9ER74;SALL1;Q3UNW5;TFCP2L1;0.126;20362541 
Q9DB40;MED27;Q3UNW5;TFCP2L1;0.126;20362541 
Q9DB91;MED29;Q3UNW5;TFCP2L1;0.126;20362541 
Q9Z103;ADNP;Q3UNW5;TFCP2L1;0.126;20362541 
Q9Z0Z7;KLF5;Q3UNW5;TFCP2L1;0.126;20362541 
Q9JLV6;PNKP;Q3UNW5;TFCP2L1;0.126;20362541 
Q3UPL0;SEC31A;Q01405;SEC23A;0.126;21640725 
Q920P3;BRINP1;Q3UV55;NR1D1;0.21;23398316 
Q3URK3;TET1;O09106;HDAC1;0.21;21490601 
Q3URK3;TET1;A2CG63;ARID4B;0.21;21490601 
Q3URD3;SLMAP;P39429;TRAF2;0.183;15102471 
Q9QVP9;PTK2B;Q3UTJ2;SORBS2;0.309;20886612 
Q3US41;ESRP1;P01108;MYC;0.21;24015231 
Q60520;SIN3A;Q3URK3;TET1;0.376;21490601 
Q3URK3;TET1;O88574;SAP30;0.21;21490601 
Q3URK3;TET1;P70288;HDAC2;0.21;21490601 
Q8BR65;SUDS3;Q3URK3;TET1;0.21;21490601 
Q60973;RBBP7;Q3URK3;TET1;0.21;21490601 
Q8BIH0;SAP130;Q3URK3;TET1;0.21;21490601 
Q8VI36;PXN;Q3UTJ2;SORBS2;0.309;20886612 
Q3UTJ2;SORBS2;P08032;SPTA1;0.309;20886612 
Q3UTJ2;SORBS2;O08917;FLOT1;0.309;20886612 
Q7TPR4;ACTN1;Q3UTJ2;SORBS2;0.309;20886612 
Q3UTJ2;SORBS2;P22682;CBL;0.309;20886612 
Q64727;VCL;Q3UTJ2;SORBS2;0.309;20886612 
Q3UVX5;GRM5;P0DP28;CALM3 {ECO:0000312|MGI:MGI:103249};0.309;9242710 
Q8C503;SIT1;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q9Z0Y9;NR1H3;P28705;RXRG;0.183;20211142 
Q8R3Z5;CACNB1;Q3UYC8;ADNP;0.183;15102471 
P37242;THRB;P28705;RXRG;0.183;20211142 
Q9JIW9;RALB;Q3UYI5;RGL3;0.21;10869344 
Q61411;HRAS;Q3UYI5;RGL3;0.376;10869344 
Q60644;NR1H2;P28705;RXRG;0.183;20211142 
Q925B0;PAWR;P28705;RXRG;0.183;20211142 
Q3UZP4;SVIP;Q01853;VCP;0.569;12529442 
Q3UZA1;RCSD1;P47754;CAPZA2;0.309;15850461 
Q62108;DLG4;Q3V132;SLC25A31;0.236;19455133 
Q91VT1;NSMCE2;Q3V124;EID3;0.21;21364888 
Q8C2K5;RASAL3;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};O35601;FYB;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};A2A8L5;PTPRF;0.21;27647348 
Q8C147;DOCK8;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P10300;CD8B;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};O89100;GRAP2;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P06800;PTPRC;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P31041;CD28;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P27870;VAV1;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P29351;PTPN6;0.21;27647348 
Q6ZQ08;CNOT1;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P47757;CAPZB;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P47753;CAPZA1;0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};P47754;CAPZA2;0.21;27647348 
Q62167;DDX3X;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.236;27647348 
Q60631;GRB2;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q5XJE5;LEO1;O54941;SMARCE1;0.21;19345177 
Q5XJE5;LEO1;P08775;POLR2A;0.21;19345177 
Q62018;CTR9;Q5XJE5;LEO1;0.376;19345177 
Q80UW8;POLR2E;Q5XJE5;LEO1;0.21;19345177 
Q8CB77;TCEB3;Q5XJE5;LEO1;0.21;19345177 
Q8JZM7;CDC73;Q5XJE5;LEO1;0.21;19345177 
Q9ERF3;WDR61;Q5XJE5;LEO1;0.21;19345177 
Q9WTM5;RUVBL2;Q5XJE5;LEO1;0.21;19345177 
Q8CIS0;CARD11;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q9CX34;SUGT1;Q3V3V9;CARMIL2 {ECO:0000312|MGI:MGI:2685431};0.21;27647348 
Q5XPI3;RNF123;P07724;ALB;0.21;19015242 
Q5XPI3;RNF123;P10126;EEF1A1;0.21;19015242 
Q5XPI3;RNF123;P16627;HSPA1L;0.21;19015242 
Q5XPI3;RNF123;P46414;CDKN1B;0.21;15531880 
Q5XPI3;RNF123;P63260;ACTG1;0.21;19015242 
Q61495;DSG1A;Q5XPI3;RNF123;0.21;19015242 
Q80X90;FLNB;Q5XPI3;RNF123;0.21;19015242 
Q8VDD5;MYH9;Q5XPI3;RNF123;0.21;19015242 
Q8VDI7;UBAC1;Q5XPI3;RNF123;0.21;15531880 
Q8VHX6;FLNC;Q5XPI3;RNF123;0.21;19015242 
Q9QUN7;TLR2;Q3Y597;Q3Y597;0.126;25187624 
Q9EPW9;TLR6;Q3Y597;Q3Y597;0.126;25187624 
Q60520;SIN3A;P02340;TP53;0.183;20211142 
Q60520;SIN3A;P28033;CEBPB;0.309;21521687 
Q60520;SIN3A;P48432;SOX2;0.507;19139101 
Q60520;SIN3A;P97360;ETV6;0.21;12527908 
Q60520;SIN3A;P97471;SMAD4;0.21;17226765 
Q60520;SIN3A;Q00899;YY1;0.21;21454521 
Q60974;NCOR1;Q60520;SIN3A;0.21;9702189 
Q62141;SIN3B;Q60520;SIN3A;0.376;16103876 
Q80Z64;NANOG;Q60520;SIN3A;0.416;23892456 18454139 
Q8VIJ6;SFPQ;Q60520;SIN3A;0.21;21680841 
Q60591;NFATC2;P15307;REL;0.21;20064450 
Q08874;MITF;P0CG50;UBC;0.21;20058232 
Q08874;MITF;O35593;PSMD14;0.21;20058232 
Q60598;CTTN;P25911;LYN;0.033;10428862 
Q60598;CTTN;P62991;UBA52;0.126;20075865 
Q60598;CTTN;P63085;MAPK1;0.21;22514278 
Q60598;CTTN;Q08460;KCNMA1;0.21;17065230 
Q8K1I7;WIPF1;Q60598;CTTN;0.309;12620186 
Q9JKY5;HIP1R;Q60598;CTTN;0.583;17318189 
Q08874;MITF;O54714;PIAS3;0.183;20211142 
Q60603;KCNH1;O35551;RABEP1;0.21;22841712 
Q62108;DLG4;Q60605;MYL6;0.236;19455133 
P29594;CASP2;P29594;CASP2;0.236;12477715 
Q60631;GRB2;P35329;CD22;0.61;10373493 11551923 
Q60631;GRB2;P39053;DNM1;0.21;23452850 
Q60631;GRB2;P39054;DNM2;0.354;15102471 23452850 
Q60631;GRB2;P46662;NF2;0.376;16405865 
Q60631;GRB2;P54763;EPHB2;0.21;16298995 
Q60631;GRB2;P62141;PPP1CB;0.21;23452850 
Q60631;GRB2;P62960;YBX1;0.126;20697350 
Q60631;GRB2;Q148Q7;4732456N10RIK;0.236;20697350 
Q60631;GRB2;Q3UFT3;GAREM;0.21;23452850 
Q60838;DVL2;Q60631;GRB2;0.21;19920076 
Q60992;VAV2;Q60631;GRB2;0.183;15102471 
Q61824;ADAM12;Q60631;GRB2;0.523;11127814 
Q62108;DLG4;Q60631;GRB2;0.236;19455133 
Q8C2B3;HDAC7;Q08874;MITF;0.21;21324898 
Q69Z38;PEAK1;Q60631;GRB2;0.21;23452850 
Q6PAJ1;BCR;Q60631;GRB2;0.126;20697350 
Q8BGW0;THEMIS;Q60631;GRB2;0.21;19805304 
Q8BHL5;ELMO2;Q60631;GRB2;0.21;23452850 
Q8BUR4;DOCK1;Q60631;GRB2;0.21;23452850 
Q8BZ98;DNM3;Q60631;GRB2;0.21;23452850 
Q91ZR2;SNX18;Q60631;GRB2;0.21;23452850 
Q08874;MITF;P63015;PAX6;0.183;20211142 
Q9WTP2;SPRY4;Q60631;GRB2;0.21;16339969 
Q08879;FBLN1;O35206;COL15A1;0.309;10966814 
Q60675;LAMA2;Q08879;FBLN1;0.309;10022829 
Q60636;PRDM1;P27577;ETS1;0.569;17977828 
Q60636;PRDM1;Q60636;PRDM1;0.236;22851713 
Q923E4;SIRT1;Q60641;NR1H4;0.21;19883617 
Q60644;NR1H2;O88559;MEN1;0.21;25962847 
Q60664;LRMP;A3KGF7;PLCB2;0.183;15102471 
Q62073;MAP3K7;Q60665;SKIL;0.623;17276978 
Q9R1K5;FZR1;Q60665;SKIL;0.21;17215516 
Q9WUL8;CITED4;Q60668;HNRNPD;0.183;20211142 
Q60673;PTPRN;P28828;PTPRM;0.21;12364328 
Q60673;PTPRN;P49446;PTPRE;0.21;12364328 
Q60673;PTPRN;P80560;PTPRN2;0.569;12364328 
Q60676;PPP5C;P63330;PPP2CA;0.309;11504734 
Q60680;CHUK;P70434;IRF7;0.507;16612387 
Q60700;MAP3K12;Q60700;MAP3K12;0.236;10748113 
Q9WVI9;MAPK8IP1;Q60700;MAP3K12;0.21;10748113 
Q64339;ISG15;Q60710;SAMHD1;0.236;16139798 
Q60722;TCF4;P24699;MYF5;0.21;14762206 
Q60722;TCF4;P70662;LDB1;0.126;16407974 
Q60722;TCF4;Q60722;TCF4;0.332;15351717 
Q61286;TCF12;Q60722;TCF4;0.523;15351717 
Q9JJR7;ASCL3;Q60722;TCF4;0.309;11784080 
Q60737;CSNK2A1;P09803;CDH1;0.033;10671552 
Q60737;CSNK2A1;P28738;KIF5C;0.236;19011756 
Q924A4;UCN3;Q60748;CRHR2;0.309;11416224 
Q99ML8;UCN2;Q60748;CRHR2;0.309;11416224 
Q60749;KHDRBS1;P60764;RAC3;0.183;15102471 
Q60749;KHDRBS1;Q60749;KHDRBS1;0.21;20211142 
Q60855;RIPK1;Q60749;KHDRBS1;0.309;21620750 
Q8VH51;RBM39;Q60749;KHDRBS1;0.183;20211142 
Q91W39;NCOA5;Q60749;KHDRBS1;0.183;20211142 
Q99M51;NCK1;Q60749;KHDRBS1;0.183;15102471 
Q9D902;GTF2E2;Q60749;KHDRBS1;0.183;20211142 
Q60750;EPHA1;O08542;EFNA4;0.21;19306875 
Q80XD1;CHN2;Q60750;EPHA1;0.21;19306875 
Q60751;IGF1R;P35569;IRS1;0.309;22033112 
Q60760;GRB10;P81122;IRS2;0.21;12783867 
Q60765;ATF3;P05627;JUN;0.21;21304988 
P36898;BMPR1B;P36898;BMPR1B;0.065;10712517 
Q60765;ATF3;P70288;HDAC2;0.21;22989952 
Q60769;TNFAIP3;O88522;IKBKG;0.692;20211142 24859449 
Q9DAP3;1700006A11RIK;P36898;BMPR1B;0.126;15761153 
Q60769;TNFAIP3;P39429;TRAF2;0.49;15102471 20185725 21765415 
Q60769;TNFAIP3;P70196;TRAF6;0.507;17703191 20185725 21765415 
Q9CYZ8;SSBP2;Q60769;TNFAIP3;0.183;20211142 
Q9D032;SSBP3;Q60769;TNFAIP3;0.183;20211142 
Q9QYK7;RNF11;Q60769;TNFAIP3;0.61;21765415 22975135 19131965 
Q60770;STXBP3;O09044;SNAP23;0.21;24469400 
Q60770;STXBP3;P63044;VAMP2;0.21;24469400 
Q9DCK3;TSPAN4;Q60771;CLDN11;0.126;11591653 
Q60775;ELF1;P11531;DMD;0.126;12149647 
Q60775;ELF1;P54761;EPHB4;0.21;8954633 
Q9JM73;SRF;Q60775;ELF1;0.183;15102471 
Q60787;LCP2;P27870;VAV1;0.126;24584089 
Q60787;LCP2;P39688;FYN;0.126;24584089 
Q60787;LCP2;P61982;YWHAG;0.126;24584089 
Q60787;LCP2;P62259;YWHAE;0.126;24584089 
Q60787;LCP2;P63101;YWHAZ;0.126;24584089 
Q60787;LCP2;P68254;YWHAQ;0.126;24584089 
Q60787;LCP2;Q3TTA7;CBLB;0.126;24584089 
Q60787;LCP2;Q3UND0;SKAP2;0.126;24584089 
Q60787;LCP2;Q3UPF5;ZC3HAV1;0.126;24584089 
Q60787;LCP2;Q3UUV5;SKAP1;0.126;24584089 
Q60787;LCP2;Q3V3E1;UBASH3A;0.126;24584089 
Q60787;LCP2;Q60631;GRB2;0.126;24584089 
Q61003;CD6;Q60787;LCP2;0.332;24584089 
Q62077;PLCG1;Q60787;LCP2;0.126;24584089 
Q78ZA7;NAP1L4;Q60787;LCP2;0.126;24584089 
Q8BGW0;THEMIS;Q60787;LCP2;0.126;24584089 
Q8C503;SIT1;Q60787;LCP2;0.126;24584089 
Q8K1I7;WIPF1;Q60787;LCP2;0.126;24584089 
Q8QZY9;SF3B4;Q60787;LCP2;0.126;24584089 
Q9CX99;GRAP;Q60787;LCP2;0.126;24584089 
Q9ES52;INPP5D;Q60787;LCP2;0.126;24584089 
Q60793;KLF4;Q3TKT4;SMARCA4;0.126;20305087 
Q60795;NFE2L2;P01101;FOS;0.21;18358244 
Q60795;NFE2L2;P15066;JUND;0.21;18358244 
Q61827;MAFK;Q60795;NFE2L2;0.354;18358244 20211142 
Q8BWG8;ARRB1;Q60795;NFE2L2;0.183;15102471 
Q924Z4;CERS2;Q60795;NFE2L2;0.183;20211142 
Q9WU00;NRF1;Q60795;NFE2L2;0.21;18358244 
Q60803;TRAF3;O35305;TNFRSF11A;0.183;15102471 
Q60803;TRAF3;P0CG50;UBC;0.21;19898473 
Q60803;TRAF3;P20334;TNFRSF9;0.309;9418902 
Q60803;TRAF3;P27512;CD40;0.507;25072696 18635759 
Q60803;TRAF3;P46935;NEDD4;0.376;25072696 
Q60803;TRAF3;P47741;TNFRSF4;0.523;9418902 
Q60803;TRAF3;P48025;SYK;0.376;23962979 
Q62415;PPP1R13B;Q60803;TRAF3;0.376;25072696 
Q69Z66;MYSM1;Q60803;TRAF3;0.569;26474655 
Q9WUN2;TBK1;Q60803;TRAF3;0.21;26474655 
Q60809;CNOT7;Q04211;BTG2;0.21;18337750 
Q6ZQ08;CNOT1;Q60809;CNOT7;0.21;21897366 
Q8K0V4;CNOT3;Q60809;CNOT7;0.21;21897366 
Q8VEG6;CNOT6L;Q60809;CNOT7;0.21;21897366 
Q9JKY0;RQCD1;Q60809;CNOT7;0.21;21897366 
Q91VT1;NSMCE2;Q60817;NACA;0.21;25002400 
Q60823;AKT2;P0CG50;UBC;0.21;15746249 
Q60823;AKT2;Q2NL51;GSK3A;0.309;20576936 
Q80X66;BTBD10;Q60823;AKT2;0.21;18160256 
Q8CDD8;KCTD20;Q60823;AKT2;0.309;24156551 
Q9WV60;GSK3B;Q60823;AKT2;0.309;20576936 
Q60825;SLC34A1;O70433;FHL2;0.309;11099500 
Q60825;SLC34A1;P07901;HSP90AA1;0.309;11099500 
