Protein A;Gene A;Protein B;Gene B;Score;PMID
P62198;PSMC5;P06211;ESR1;0.309;11818503 
Q56B11;PELP1;P06211;ESR1;0.376;18571832 
Q5VJS5;DYX1C1;P06211;ESR1;0.126;19423554 
Q63429;UBC;P06211;ESR1;0.376;21808025 
Q71UE8;NEDD8;P06211;ESR1;0.21;21808025 
Q99MI7;UBA3;P06211;ESR1;0.523;11818503 
Q9Z136;TSC1;P06211;ESR1;0.21;15851513 
P21708;MAPK3;P20156;VGF;0.126;19935650 
P20171;HRAS;P11345;RAF1;0.309;9679960 
P20171;HRAS;P14056;ARAF;0.309;9679960 
Q9WUD9;SRC;P20171;HRAS;0.21;12695509 
Q5I0H3;SUMO1;P20272;CNR1;0.454;19819240 
P20291;ALOX5AP;P20291;ALOX5AP;0.236;19075240 
P20411;FCER1G;P09215;PRKCD;0.21;19356729 
P63086;MAPK1;P20411;FCER1G;0.21;19356729 
P17178;CYP27A1;O88600;HSPA4;0.309;19401463 
Q700K0;SSPO;P16599;TNF;0.236;17623297 
Q6MG49;BAG6;Q06880;NBL1;0.309;10390159 
Q6MG89;Q6MG89;Q63722;JAG1;0.21;24563863 
P62198;PSMC5;P17220;PSMA2;0.21;22486777 
P23385;GRM1;P17220;PSMA2;0.21;22486777 
P17220;PSMA2;P11275;CAMK2A;0.309;19638347 
Q9Z2X5;HOMER3;P17220;PSMA2;0.21;22486777 
Q07969;CD36;P17246;TGFB1;0.126;10487979 
Q71SA3;THBS1;P17246;TGFB1;0.21;10487979 
P20595;GUCY1B3;P04785;P4HB;0.21;23477350 
Q70VB1;GPRC6A;Q70VB1;GPRC6A;0.236;25617829 
Q71RJ2;CACNG2;P19491;GRIA2;0.21;24418105 
P21708;MAPK3;P20650;PPM1A;0.236;19935650 
P70549;SLC8A3;P20651;PPP3CB;0.21;15557343 
Q71SY3;TSN;P21708;MAPK3;0.236;19935650 
P06536;NR3C1;O09171;BHMT;0.21;16619302 
P06536;NR3C1;O35824;DNAJA2;0.21;16619302 
P06536;NR3C1;O88600;HSPA4;0.309;12145311 
P06536;NR3C1;O88801;HOMER2;0.21;16619302 
P06536;NR3C1;P01946;HBA1;0.21;16619302 
P06536;NR3C1;P02692;FABP1;0.21;16619302 
P06536;NR3C1;P02770;ALB;0.21;16619302 
P06536;NR3C1;P06536;NR3C1;0.236;12917342 
P14480;FGB;P06536;NR3C1;0.21;16619302 
P24090;AHSG;P06536;NR3C1;0.21;16619302 
P34058;HSP90AB1;P06536;NR3C1;0.21;16619302 
P36506;MAP2K2;P06536;NR3C1;0.21;16619302 
P41034;TTPA;P06536;NR3C1;0.21;16619302 
P49950;BCL2;P06536;NR3C1;0.21;19202080 
P62870;TCEB2;P06536;NR3C1;0.21;16619302 
P63036;DNAJA1;P06536;NR3C1;0.21;16619302 
P68370;TUBA1A;P06536;NR3C1;0.21;16619302 
P82995;HSP90AA1;P06536;NR3C1;0.309;12145311 
P38650;DYNC1H1;P20781;GLRB;0.126;16449194 
P83941;TCEB1;P06536;NR3C1;0.21;16619302 
Q3KRE8;TUBB2B;P06536;NR3C1;0.21;16619302 
P62963;PFN1;P20781;GLRB;0.21;12967995 
Q3T1L0;ALDH16A1;P06536;NR3C1;0.376;16619302 
Q62627;PAWR;P06536;NR3C1;0.21;16619302 
Q63100;DYNC1I1;P20781;GLRB;0.21;16449194 
Q63429;UBC;P06536;NR3C1;0.21;24334056 
Q63716;PRDX1;P06536;NR3C1;0.21;16619302 
Q64620;PPP6C;P06536;NR3C1;0.21;16619302 
Q7TQN4;RELA;P06536;NR3C1;0.21;16619302 
Q99MZ8;LASP1;P06536;NR3C1;0.21;16619302 
P21708;MAPK3;P20786;PDGFRA;0.236;19935650 
P17256;MVK;P06761;HSPA5;0.309;20167237 
P17256;MVK;P17256;MVK;0.332;20167237 
Q3T1J1;EIF5A;P17256;MVK;0.309;20167237 
Q71SA3;THBS1;P20909;COL11A1;0.126;22038862 
P06685;ATP1A1;O70511;ANK3;0.21;14593108 
P07340;ATP1B1;P06685;ATP1A1;0.21;16949583 
P11505;ATP2B1;P06685;ATP1A1;0.21;14593108 
P45592;CFL1;P06685;ATP1A1;0.671;11139403 
P11505;ATP2B1;P06686;ATP1A2;0.21;14593108 
P16086;SPTAN1;P06686;ATP1A2;0.21;14593108 
P29994;ITPR1;P06686;ATP1A2;0.21;14593108 
Q01728;SLC8A1;P06686;ATP1A2;0.376;14593108 
P16086;SPTAN1;P06687;ATP1A3;0.21;14593108 
P21708;MAPK3;P06687;ATP1A3;0.126;19935650 
P29994;ITPR1;P06687;ATP1A3;0.376;14593108 
Q01728;SLC8A1;P06687;ATP1A3;0.376;14593108 
P20942;PDC;O55157;CNG4.3;0.21;11287646 
P63102;YWHAZ;P20942;PDC;0.309;11331285 
P20961;SERPINE1;P09215;PRKCD;0.21;19246637 
P60192;SNAPIN;P21139;MAN2C1;0.126;17101137 
P04157;PTPRC;O88884;AKAP1;0.21;15143158 
P21708;MAPK3;O54745;P65;0.126;19935650 
Q63709;Q63709;O54769;FGF16;0.309;10766846 
Q56AP7;CRBN;O54822;CLC-2;0.376;19166841 
O88382;MAGI2;O54857;PTEN;0.21;20628354 
Q07266;DBN1;O54857;PTEN;0.21;23940795 
P07174;NGFR;O54861;SORT1;0.376;19407813 
Q8K5A9;NRADD;O54861;SORT1;0.21;19407813 
O54874;CDC42BPA;O54874;CDC42BPA;0.332;11283256 
Q7TT49;CDC42BPB;O54874;CDC42BPA;0.21;18854160 
P63012;RAB3A;O54880;RPH3AL;0.309;11134008 
Q99PD4;ARPC1A;O54922;EXOC7;0.21;17086175 
Q498T0;SNTA1;O54960;NOS1AP;0.21;11043403 
Q63537;SYN2;O54960;NOS1AP;0.309;11867766 
Q99P99;HDAC4;O54963;REST;0.21;17011572 
Q63155;DCC;O55005;ROBO1;0.376;21215373 
P21708;MAPK3;O55007;RALGAPA1;0.236;19935650 
Q4V8H8;EHD2;O55012;PICALM;0.309;15182197 
P35465;PAK1;O55043;ARHGEF7;0.236;9659915 12626503 
Q9JLU4;SHANK3;O55043;ARHGEF7;0.21;12626503 
Q9QX74;SHANK2;O55043;ARHGEF7;0.21;12626503 
O55081;RBL2;O08560;DGKZ;0.309;16286473 
O88350;RBBP9;O55081;RBL2;0.21;9697699 
P21272;CEBPB;P21272;CEBPB;0.236;8657121 
P41777;NOLC1;P21272;CEBPB;0.376;8972203 
P62916;GTF2B;P21272;CEBPB;0.21;8972203 
Q75Q41;TOMM22;P00758;NGFG;0.21;25623731 
P63102;YWHAZ;P04177;TH;0.21;19289463 
Q62857;DDIT3;P21272;CEBPB;0.21;8657121 
P37377;SNCA;P04177;TH;0.376;11943812 
Q498T0;SNTA1;O55147;UTRN;0.21;11043403 
P08909;HTR2C;O55164;MPDZ;0.309;11150294 
Q00657;CSPG4;O55164;MPDZ;0.569;10967549 
Q6RFZ7;PLEKHG5;O55164;MPDZ;0.569;18537874 
Q76JQ2;FLCN;P54645;PRKAA1;0.569;19914239 
P21708;MAPK3;P04177;TH;0.126;19935650 
P06761;HSPA5;P06761;HSPA5;0.155;22665516 
Q498R3;DNAJC10;P06761;HSPA5;0.126;22665516 
Q63617;HYOU1;P06761;HSPA5;0.21;9006956 
Q66HD0;HSP90B1;P06761;HSPA5;0.21;9006956 
Q6P6S4;SIL1;P06761;HSPA5;0.126;22665516 
Q63429;UBC;P06762;HMOX1;0.376;21073519 
Q78P75;DYNLL2;P21708;MAPK3;0.236;19935650 
Q792Q4;CRIPT;P31016;DLG4;0.21;9786987 
P21575;DNM1;O08838;AMPH;0.659;17437541 9195986 9694653 
P60881;SNAP25;P21575;DNM1;0.21;10373452 
P62994;GRB2;P21575;DNM1;0.376;17437541 
Q63787;PIK3R1;P21575;DNM1;0.376;17437541 
P41138;ID3;P21677;TCF3;0.309;10567574 
P21707;SYT1;P18484;AP2A2;0.507;11502761 9830048 
Q00954;SCN1B;P21707;SYT1;0.454;10737807 
Q02294;CACNA1B;P21707;SYT1;0.376;9830048 
Q02563;SV2A;P21707;SYT1;0.21;8910372 
P21708;MAPK3;B2RYX0;NACA;0.126;19935650 
P21708;MAPK3;D3ZCV0;ACTN2;0.126;19935650 
P21708;MAPK3;O88600;HSPA4;0.236;19935650 
P21708;MAPK3;O88773;ATP1A2;0.236;19935650 
P21708;MAPK3;P05065;ALDOA;0.126;19935650 
P21708;MAPK3;P06761;HSPA5;0.126;19935650 
P21708;MAPK3;P07153;RPN1;0.236;19935650 
P21708;MAPK3;P07632;SOD1;0.236;19935650 
P21708;MAPK3;P08649;C4;0.236;19935650 
P21708;MAPK3;P10719;ATP5B;0.236;19935650 
P21708;MAPK3;P11232;TXN;0.126;19935650 
P21708;MAPK3;P13471;RPS14;0.126;19935650 
P21708;MAPK3;P15999;ATP5A1;0.236;19935650 
P21708;MAPK3;P19511;ATP5F1;0.236;19935650 
P21708;MAPK3;P21708;MAPK3;0.155;19935650 
P21807;PRPH;P21708;MAPK3;0.236;19935650 
P25235;RPN2;P21708;MAPK3;0.236;19935650 
P28480;TCP1;P21708;MAPK3;0.236;19935650 
P32198;CPT1A;P21708;MAPK3;0.236;19935650 
P34058;HSP90AB1;P21708;MAPK3;0.236;19935650 
P34926;MAP1A;P21708;MAPK3;0.236;19935650 
P35355;PTGS2;P21708;MAPK3;0.21;17984113 
P35434;ATP5D;P21708;MAPK3;0.126;19935650 
P36972;APRT;P21708;MAPK3;0.236;19935650 
P37397;CNN3;P21708;MAPK3;0.376;20181831 
P38650;DYNC1H1;P21708;MAPK3;0.236;19935650 
P38983;RPSA;P21708;MAPK3;0.126;19935650 
P46462;VCP;P21708;MAPK3;0.236;19935650 
P47942;DPYSL2;P21708;MAPK3;0.126;19935650 
P49432;PDHB;P21708;MAPK3;0.236;19935650 
P53565;CUX1;P21708;MAPK3;0.236;19935650 
P53767;FLT1;P21708;MAPK3;0.236;19935650 
P55063;HSPA1L;P21708;MAPK3;0.236;19935650 
P56536;KIF5C;P21708;MAPK3;0.236;19935650 
P60123;RUVBL1;P21708;MAPK3;0.236;19935650 
P61805;DAD1;P21708;MAPK3;0.236;19935650 
P61983;YWHAG;P21708;MAPK3;0.126;19935650 
P62260;YWHAE;P21708;MAPK3;0.236;19935650 
P62630;EEF1A1;P21708;MAPK3;0.236;19935650 
P62744;AP2S1;P21708;MAPK3;0.236;19935650 
P62870;TCEB2;P21708;MAPK3;0.236;19935650 
P62963;PFN1;P21708;MAPK3;0.126;19935650 
P63018;HSPA8;P21708;MAPK3;0.236;19935650 
P63039;HSPD1;P21708;MAPK3;0.236;19935650 
P63086;MAPK1;P21708;MAPK3;0.454;20181831 19935650 
P63102;YWHAZ;P21708;MAPK3;0.236;19935650 
P68511;YWHAH;P21708;MAPK3;0.236;19935650 
P69736;EDF1;P21708;MAPK3;0.236;19935650 
P81155;VDAC2;P21708;MAPK3;0.236;19935650 
P82995;HSP90AA1;P21708;MAPK3;0.236;19935650 
P84245;H3F3B;P21708;MAPK3;0.236;19935650 
P85108;TUBB2A;P21708;MAPK3;0.236;19935650 
P97526;NF1;P21708;MAPK3;0.236;19935650 
P97779;HMMR;P21708;MAPK3;0.236;19935650 
Q03410;SYCP1;P21708;MAPK3;0.236;19935650 
Q04462;VARS;P21708;MAPK3;0.126;19935650 
Q07439;HSPA1B;P21708;MAPK3;0.126;19935650 
Q09073;SLC25A5;P21708;MAPK3;0.236;19935650 
Q10758;KRT8;P21708;MAPK3;0.126;19935650 
Q2YDV1;DUSP9;P21708;MAPK3;0.236;19935650 
Q3MHS9;CCT6A;P21708;MAPK3;0.236;19935650 
Q3T1J7;TPR;P21708;MAPK3;0.126;19935650 
Q4AEF8;COPG1;P21708;MAPK3;0.236;19935650 
Q4G017;NISCH;P21708;MAPK3;0.236;19935650 
Q4QRB4;TUBB3;P21708;MAPK3;0.236;19935650 
Q4TVN8;SLC5A4B;P21708;MAPK3;0.236;19935650 
Q4V7C7;ACTR3;P21708;MAPK3;0.236;19935650 
Q4V7D1;SSR1;P21708;MAPK3;0.236;19935650 
Q4V7F5;PIH1D1;P21708;MAPK3;0.236;19935650 
Q4V8K6;HNRNPC;P21708;MAPK3;0.126;19935650 
Q505J8;FARSA;P21708;MAPK3;0.236;19935650 
Q566E4;HNRNPR;P21708;MAPK3;0.126;19935650 
Q5FVM4;NONO;P21708;MAPK3;0.236;19935650 
Q5FWT1;FAM98A;P21708;MAPK3;0.236;19935650 
Q5M813;NEK4;P21708;MAPK3;0.236;19935650 
Q5M9G3;CAPRIN1;P21708;MAPK3;0.126;19935650 
Q5U2T0;DAP3;P21708;MAPK3;0.236;19935650 
Q5U3X6;TUBGCP3;P21708;MAPK3;0.236;19935650 
Q5U3Y8;BTF3;P21708;MAPK3;0.236;19935650 
Q5XIF6;TUBA4A;P21708;MAPK3;0.126;19935650 
Q5XIH7;PHB2;P21708;MAPK3;0.236;19935650 
Q5XIM9;CCT2;P21708;MAPK3;0.126;19935650 
Q5XIP6;FEN1;P21708;MAPK3;0.236;19935650 
Q60587;HADHB;P21708;MAPK3;0.236;19935650 
Q62952;DPYSL3;P21708;MAPK3;0.236;19935650 
Q63396;SUB1;P21708;MAPK3;0.126;19935650 
Q63621;IL1RAP;P21708;MAPK3;0.236;19935650 
Q63644;ROCK1;P21708;MAPK3;0.236;19935650 
Q63692;CDC37;P21708;MAPK3;0.236;19935650 
Q641Z4;CDK9;P21708;MAPK3;0.236;19935650 
Q64428;HADHA;P21708;MAPK3;0.236;19935650 
Q64608;ATP1A1;P21708;MAPK3;0.236;19935650 
Q66H79;TRIM32;P21708;MAPK3;0.236;19935650 
Q66HA5;CC2D1A;P21708;MAPK3;0.236;19935650 
Q66HD0;HSP90B1;P21708;MAPK3;0.236;19935650 
Q68FQ0;CCT5;P21708;MAPK3;0.236;19935650 
Q68FR6;EEF1G;P21708;MAPK3;0.236;19935650 
Q68FT7;FARSB;P21708;MAPK3;0.126;19935650 
Q6AY48;PCBP3;P21708;MAPK3;0.236;19935650 
Q6AY56;TUBA8;P21708;MAPK3;0.236;19935650 
Q6AYT3;RTCB;P21708;MAPK3;0.236;19935650 
Q6MG49;BAG6;P21708;MAPK3;0.126;19935650 
Q6P502;CCT3;P21708;MAPK3;0.236;19935650 
Q6P9V9;TUBA1B;P21708;MAPK3;0.126;19935650 
Q6QI16;RGD1304704;P21708;MAPK3;0.236;19935650 
Q6QIX3;SLC30A3;P21708;MAPK3;0.236;19935650 
Q7TP54;FAM65B;P21708;MAPK3;0.126;19935650 
Q80WL2;BYSL;P21708;MAPK3;0.236;19935650 
Q8VHF5;CS;P21708;MAPK3;0.236;19935650 
Q91ZT1;FLT4;P21708;MAPK3;0.236;19935650 
Q920J4;TXNL1;P21708;MAPK3;0.236;19935650 
Q99ND8;PPM1B;P21708;MAPK3;0.236;19935650 
Q99PF3;APEX1;P21708;MAPK3;0.236;19935650 
Q9EPH8;PABPC1;P21708;MAPK3;0.126;19935650 
Q9EQ23;Q9EQ23;P21708;MAPK3;0.236;19935650 
Q9EQH1;GAB2;P21708;MAPK3;0.236;19935650 
Q9Z0U8;HNRNPAB;P21708;MAPK3;0.126;19935650 
P06882;TG;P06761;HSPA5;0.507;7916014 
Q0R337;GRP94;P06882;TG;0.21;7916014 
P04218;CD200;P04218;CD200;0.155;18296487 
Q6TUD4;YIPF3;Q5M7T4;YIPF4;0.376;21757827 
Q07071;GCKR;P17712;GCK;0.126;16542652 
P17712;GCK;P10860;GLUD1;0.126;16542652 
P13599;FCGRT;P07151;B2M;0.21;11336709 
P20760;IGG-2A;P07151;B2M;0.21;11336709 
Q63429;UBC;P07151;B2M;0.21;12847084 
P07174;NGFR;P07174;NGFR;0.236;11756426 
P35739;NTRK1;P07174;NGFR;0.787;19549834 25708205 16246731 9927421 
Q03351;NTRK3;P07174;NGFR;0.454;19549834 9927421 
Q6PDU5;NGFRAP1;P07174;NGFR;0.21;17355907 
Q8K5A9;NRADD;P07174;NGFR;0.21;19407813 
P21708;MAPK3;P17764;ACAT1;0.126;19935650 
P46462;VCP;P22002;CACNA1C;0.21;21186355 
Q8CFG6;CACNA2D2;P22002;CACNA1C;0.376;19818485 
P22062;PCMT1;P21708;MAPK3;0.126;19935650 
Q6TMG5;IKBKG;Q5I0H3;SUMO1;0.21;21454665 
P22288;GCH1;P22288;GCH1;0.332;9685352 
Q6QLM7;KIF5A;P07727;GLRA1;0.21;19439658 
P60881;SNAP25;P07825;SYP;0.126;10825299 
P63012;RAB3A;P07825;SYP;0.033;10707984 
P63081;ATP6V0C;P07825;SYP;0.21;8567678 
P70569;MYO5B;P07825;SYP;0.126;16338934 
Q63686;CDK16;P07825;SYP;0.155;19562802 
Q8R4T2;SIAH2;P07825;SYP;0.671;11786535 
Q920M9;SIAH1;P07825;SYP;0.671;11786535 
Q9JJ50;HGS;P07825;SYP;0.126;10825299 
P70582;NUP54;P17955;NUP62;0.309;24574455 
Q68SB1;STAU2;P17955;NUP62;0.376;15970630 
P07896;EHHADH;O70597;PEX11A;0.126;23333653 
P07896;EHHADH;P05712;RAB2A;0.126;23333653 
P07896;EHHADH;P07896;EHHADH;0.332;23351063 
P35281;RAB10;P07896;EHHADH;0.126;23333653 
P61107;RAB14;P07896;EHHADH;0.126;23333653 
Q5EB77;RAB18;P07896;EHHADH;0.126;23333653 
Q9WVB1;RAB6A;P07896;EHHADH;0.126;23333653 
Q05546;TNR;P07897;ACAN;0.309;15296743 
Q6TUG0;DNAJB11;P97554;DNAJB9;0.126;22665516 
Q6TUG0;DNAJB11;P06761;HSPA5;0.126;22665516 
Q6TUG0;DNAJB11;Q66HD0;HSP90B1;0.126;22665516 
Q6TUG0;DNAJB11;Q498R3;DNAJC10;0.126;22665516 
Q9JLA3;UGGT1;Q6TUG0;DNAJB11;0.126;22665516 
Q6TUG0;DNAJB11;Q6TUG0;DNAJB11;0.155;22665516 
Q7TNJ9;STON1;A7BFV9;A7BFV9;0.21;18200045 
P22756;GRIK1;P22756;GRIK1;0.332;17115050 
Q8K430;KLHL17;P22756;GRIK1;0.21;17062563 
Q9EP80;PICK1;P22756;GRIK1;0.309;15458844 
Q9JI92;SDCBP;P22756;GRIK1;0.309;15458844 
P19686;GUCY1A3;P04785;P4HB;0.21;23477350 
Q7TPB1;CCT4;P21708;MAPK3;0.126;19935650 
Q7TPL3;KCTD10;P04961;PCNA;0.21;15982757 
Q7TPL3;KCTD10;Q6AXY4;POLD2;0.21;15982757 
Q7TQ16;UQCRQ;P21708;MAPK3;0.126;19935650 
Q8CHJ4;Q8CHJ4;Q7TQN4;RELA;0.21;24469401 
Q7TSE9;HAX1;O70127;ABCB11;0.702;15159385 
Q7TSE9;HAX1;Q6PSM0;MDR1A;0.454;15159385 
Q6UN82;SETL1;P16599;TNF;0.236;17623297 
Q6P3V8;EIF4A1;P21708;MAPK3;0.126;19935650 
O70244;CUBN;O70244;CUBN;0.236;9153271 
P97555;MGLUR8B;O70260;PIAS3;0.523;18555800 
P70569;MYO5B;O70277;TRIM3;0.21;16338934 
Q63787;PIK3R1;O70360;IRS-2;0.21;16919274 
P61265;STX1B;O70377;SNAP23;0.309;10825299 
P63025;VAMP3;O70377;SNAP23;0.21;23380067 
Q9WUF4;VAMP8;O70377;SNAP23;0.21;23380067 
Q9WVE9;ITSN1;O70377;SNAP23;0.309;10373452 
Q7TSE9;HAX1;O70420;O70420;0.21;15159385 
Q63429;UBC;O70436;SMAD2;0.309;14507671 
O70441;SYN3;O54960;NOS1AP;0.309;11867766 
Q62753;STXBP2;O70441;SYN3;0.033;7768895 
O70467;PRMT3;O70467;PRMT3;0.332;9642256 
P16599;TNF;O70513;LGALS3BP;0.236;17623297 
P08050;GJA1;B0BN93;PSMD13;0.126;23106098 
P08050;GJA1;B2GUZ5;CAPZA1;0.126;23106098 
P08050;GJA1;B2RYG8;ELP6;0.126;23106098 
P08050;GJA1;B2RZ78;VPS29;0.126;23106098 
P08050;GJA1;D3ZBN0;HIST1H1B;0.126;23106098 
P08050;GJA1;D3ZHA0;FLNC;0.126;23106098 
P08050;GJA1;P02401;RPLP2;0.126;23106098 
P08050;GJA1;P04182;OAT;0.126;23106098 
P08050;GJA1;P04644;RPS17;0.126;23106098 
P08050;GJA1;P04764;ENO1;0.126;23106098 
P08050;GJA1;P04797;GAPDH;0.126;23106098 
P08050;GJA1;P04897;GNAI2;0.126;23106098 
P08050;GJA1;P05065;ALDOA;0.126;23106098 
P08050;GJA1;P05197;EEF2;0.126;23106098 
P08050;GJA1;P06685;ATP1A1;0.126;23106098 
P08050;GJA1;P06761;HSPA5;0.126;23106098 
P08050;GJA1;P07092;SERPINE2;0.126;23106098 
P08050;GJA1;P07150;ANXA1;0.126;23106098 
P08050;GJA1;P07154;CTSL;0.126;23106098 
P08050;GJA1;P07632;SOD1;0.126;23106098 
P08050;GJA1;P07943;AKR1B1;0.126;23106098 
P0DP29;CALM1 {ECO:0000312|RGD:2257};P08050;GJA1;0.126;23106098 
P0DP30;CALM2 {ECO:0000312|RGD:2258};P08050;GJA1;0.126;23106098 
P0DP31;CALM3 {ECO:0000312|RGD:2259};P08050;GJA1;0.126;23106098 
P10111;PPIA;P08050;GJA1;0.126;23106098 
P10719;ATP5B;P08050;GJA1;0.126;23106098 
P11442;CLTC;P08050;GJA1;0.126;23106098 
P11598;PDIA3;P08050;GJA1;0.126;23106098 
P11762;LGALS1;P08050;GJA1;0.126;23106098 
O70593;SGTA;O70593;SGTA;0.332;9557704 
P11980;PKM;P08050;GJA1;0.126;23106098 
P12839;NEFM;P08050;GJA1;0.126;23106098 
P41350;CAV1;O70594;SLC22A5;0.376;24349196 
P15178;DARS;P08050;GJA1;0.126;23106098 
P15650;ACADL;P08050;GJA1;0.126;23106098 
Q9Z1E1;FLOT1;O70594;SLC22A5;0.21;24349196 
P19527;NEFL;P08050;GJA1;0.126;23106098 
P19944;RPLP1;P08050;GJA1;0.126;23106098 
P19945;RPLP0;P08050;GJA1;0.126;23106098 
P21994;GJB2;P08050;GJA1;0.21;19509333 
P31000;VIM;P08050;GJA1;0.126;23106098 
P32551;UQCRC2;P08050;GJA1;0.126;23106098 
P34058;HSP90AB1;P08050;GJA1;0.126;23106098 
P35704;PRDX2;P08050;GJA1;0.126;23106098 
P38983;RPSA;P08050;GJA1;0.126;23106098 
P45592;CFL1;P08050;GJA1;0.126;23106098 
P47198;RPL22;P08050;GJA1;0.126;23106098 
P49242;RPS3A;P08050;GJA1;0.126;23106098 
P61354;RPL27;P08050;GJA1;0.126;23106098 
P62250;RPS16;P08050;GJA1;0.126;23106098 
P62828;RAN;P08050;GJA1;0.126;23106098 
P62832;RPL23;P08050;GJA1;0.126;23106098 
P62836;RAP1A;P08050;GJA1;0.126;23106098 
P62963;PFN1;P08050;GJA1;0.126;23106098 
P63018;HSPA8;P08050;GJA1;0.126;23106098 
P63039;HSPD1;P08050;GJA1;0.126;23106098 
P63102;YWHAZ;P08050;GJA1;0.126;23106098 
P68136;ACTA1;P08050;GJA1;0.126;23106098 
P68370;TUBA1A;P08050;GJA1;0.126;23106098 
P70615;LMNB1;P08050;GJA1;0.126;23106098 
P81155;VDAC2;P08050;GJA1;0.126;23106098 
P82995;HSP90AA1;P08050;GJA1;0.126;23106098 
Q01129;DCN;P08050;GJA1;0.126;23106098 
Q05962;SLC25A4;P08050;GJA1;0.126;23106098 
Q07936;ANXA2;P08050;GJA1;0.126;23106098 
Q09073;SLC25A5;P08050;GJA1;0.126;23106098 
Q32PZ3;UNC45A;P08050;GJA1;0.126;23106098 
Q3T1K5;CAPZA2;P08050;GJA1;0.126;23106098 
Q4FZT9;PSMD2;P08050;GJA1;0.126;23106098 
Q4KLF8;ARPC5;P08050;GJA1;0.126;23106098 
Q562C0;Q562C0;P08050;GJA1;0.309;23929525 
Q5FVH2;PLD3;P08050;GJA1;0.126;23106098 
Q5M7U6;ACTR2;P08050;GJA1;0.126;23106098 
Q5XIP9;TMEM43;P08050;GJA1;0.126;23106098 
Q63377;ATP1B3;P08050;GJA1;0.126;23106098 
Q63716;PRDX1;P08050;GJA1;0.126;23106098 
Q641X8;EIF3E;P08050;GJA1;0.126;23106098 
Q64428;HADHA;P08050;GJA1;0.126;23106098 
Q66H61;Q66H61;P08050;GJA1;0.126;23106098 
Q66HC5;NUP93;P08050;GJA1;0.126;23106098 
Q66HF1;NDUFS1;P08050;GJA1;0.126;23106098 
Q68FR6;EEF1G;P08050;GJA1;0.126;23106098 
Q68FR9;EEF1D;P08050;GJA1;0.126;23106098 
Q6IUP3;ELP5;P08050;GJA1;0.126;23106098 
Q6MG14;NRM;P08050;GJA1;0.126;23106098 
Q6P7R8;HSD17B12;P08050;GJA1;0.126;23106098 
Q6P9T8;TUBB4B;P08050;GJA1;0.126;23106098 
Q9JHW0;PSMB7;P08050;GJA1;0.126;23106098 
Q9JJ54;HNRNPD;P08050;GJA1;0.126;23106098 
Q9QXQ0;ACTN4;P08050;GJA1;0.126;23106098 
Q9R063;PRDX5;P08050;GJA1;0.126;23106098 
Q9WUD9;SRC;P08050;GJA1;0.21;19509333 
Q9Z0V6;PRDX3;P08050;GJA1;0.126;23106098 
Q920M9;SIAH1;P04797;GAPDH;0.702;15951807 19607794 
P19357;SLC2A4;P04797;GAPDH;0.236;16396496 
P46462;VCP;P08081;CLTA;0.21;8413590 
P47196;AKT1;P04797;GAPDH;0.507;20488185 
P0DP29;CALM1 {ECO:0000312|RGD:2257};P08104;SCN3A;0.309;12967988 
P0DP30;CALM2 {ECO:0000312|RGD:2258};P08104;SCN3A;0.309;12967988 
P0DP31;CALM3 {ECO:0000312|RGD:2259};P08104;SCN3A;0.309;12967988 
P21708;MAPK3;P04797;GAPDH;0.126;19935650 
Q05683;GAD2;P18088;GAD1;0.309;10601283 
P18088;GAD1;P18088;GAD1;0.236;10601283 
Q8CGU4;AGAP2;P23385;GRM1;0.376;14528310 
Q920M9;SIAH1;P23385;GRM1;0.21;10469171 
Q9Z214;HOMER1;P23385;GRM1;0.569;9647694 14528310 9808458 
P62260;YWHAE;P08413;CAMK2B;0.126;21725312 
P83888;TUBG1;P08413;CAMK2B;0.126;21725312 
Q62623;CDC20;P08413;CAMK2B;0.309;21725312 
P19357;SLC2A4;P04642;LDHA;0.126;16396496 
P29457;SERPINH1;P19357;SLC2A4;0.126;16396496 
P51974;PAX8;P23441;NKX2-1;0.623;12441357 
P19357;SLC2A4;O08651;PHGDH;0.126;16396496 
P19527;NEFL;P19527;NEFL;0.065;8663004 
Q5EGY4;YKT6;P19357;SLC2A4;0.126;16396496 
P11275;CAMK2A;P08483;CHRM3;0.033;20461055 
P19357;SLC2A4;O08618;PRPSAP2;0.126;16396496 
P18163;ACSL1;P09811;PYGL;0.126;20391537 
P18163;ACSL1;P02793;FTL1;0.126;20391537 
P18163;ACSL1;O08730;GYG1;0.126;20391537 
P18163;ACSL1;D4AEH9;AGL;0.126;20391537 
P18163;ACSL1;P02650;APOE;0.126;20391537 
P18163;ACSL1;P00173;CYB5A;0.126;20391537 
P18163;ACSL1;P00689;AMY2;0.126;20391537 
P62982;RPS27A;P18163;ACSL1;0.126;20391537 
P18163;ACSL1;P05179;CYP2C7;0.126;20391537 
P18163;ACSL1;P04639;APOA1;0.126;20391537 
P18163;ACSL1;P08541;UGT2B;0.126;20391537 
P18163;ACSL1;P07687;EPHX1;0.126;20391537 
P18163;ACSL1;P06761;HSPA5;0.126;20391537 
P55006;RDH7 {ECO:0000312|RGD:631370};P18163;ACSL1;0.126;20391537 
P18163;ACSL1;P11598;PDIA3;0.126;20391537 
P18163;ACSL1;P10634;CYP2D26;0.126;20391537 
P18163;ACSL1;P11510;CYP2C12;0.126;20391537 
P18418;CALR;P18163;ACSL1;0.126;20391537 
